state	pollName	year	startDate	endDate	numberOfRespondents	democratic	republican	someoneElse	undecided	refuseToAnswer	finalTwoPartyVSDemocratic	finalTwoPartyVSRepublican	election	electionDate
CA	BIGresearch	2003	NA	2003-10-04	1105	27	46	NA	NA	NA	39.3621013133	60.6378986867	Gov	2003-10-07
CA	SurveyUSA	2003	NA	2003-10-04	294	31	46	NA	NA	NA	39.3621013133	60.6378986867	Gov	2003-10-07
CA	SurveyUSA	2003	NA	2003-10-05	294	34	46	NA	NA	NA	39.3621013133	60.6378986867	Gov	2003-10-07
KY	SurveyUSA	2003	NA	2003-10-19	755	46	47	NA	NA	NA	45	55	Gov	2003-11-06
KY	Ipsos, telephone	2003	NA	2003-10-22	600	43	52	NA	NA	NA	45	55	Gov	2003-11-06
KY	Louisville Courier-Journal	2003	NA	2003-10-22	712	39	49	NA	NA	NA	45	55	Gov	2003-11-06
MS	Ipsos, telephone	2003	NA	2003-10-22	623	45	50	NA	NA	NA	46.5548780488	53.4451219512	Gov	2003-11-06
KY	SurveyUSA	2003	NA	2003-10-26	755	44	51	NA	NA	NA	45	55	Gov	2003-11-06
MS	Mason-Dixon Polling & Research, Inc.	2003	NA	2003-10-28	625	43	47	NA	NA	NA	46.5548780488	53.4451219512	Gov	2003-11-06
LA	University of New Orleans	2003	NA	2003-10-29	731	42	44	NA	NA	NA	51.95	48.05	Gov	2003-11-15
KY	SurveyUSA	2003	NA	2003-10-31	755	42	55	NA	NA	NA	45	55	Gov	2003-11-06
LA	Ed Renwick	2003	NA	2003-11-01	600	39	38	NA	NA	NA	51.95	48.05	Gov	2003-11-15
LA	Southeastern Louisiana University	2003	NA	2003-11-01	705	43	45	NA	NA	NA	51.95	48.05	Gov	2003-11-15
LA	Mason-Dixon Polling & Research, Inc.	2003	NA	2003-11-05	625	43	48	NA	NA	NA	51.95	48.05	Gov	2003-11-15
LA	Anderson Group	2003	NA	2003-11-11	1000	38	45	NA	NA	NA	51.95	48.05	Gov	2003-11-15
MI	Research 2000	2004	NA	2004-10-12	600	48	43	NA	NA	NA	51.7265751212	48.2734248788	Pres	2004-11-02
SD	Rasmussen Reports/Pulse Opinion Research	2004	NA	2004-10-12	500	42	52	NA	NA	NA	39.0849008643	60.9150991357	Pres	2004-11-02
SD	Rasmussen Reports/Pulse Opinion Research	2004	NA	2004-10-12	500	49	49	NA	NA	NA	49.42	50.58	Sen	2004-11-02
NH	Research 2000	2004	NA	2004-10-13	600	44	48	NA	NA	NA	51.0510510511	48.9489489489	Gov	2004-11-02
WV	Global Strategy Group	2004	NA	2004-10-13	600	57	24	NA	NA	NA	65.1282051282	34.8717948718	Gov	2004-11-02
AL	Capital Survey Research Center	2004	NA	2004-10-13	546	32	56	NA	NA	NA	37.0996978852	62.9003021148	Pres	2004-11-02
AR	University of Arkansas	2004	NA	2004-10-13	618	44	53	NA	NA	NA	45.0637264819	54.9362735181	Pres	2004-11-02
FL	Strategic Vision, LLC	2004	NA	2004-10-13	801	45	49	NA	NA	NA	47.4745438048	52.5254561952	Pres	2004-11-02
FL	University of North Florida	2004	NA	2004-10-13	641	45	44	NA	NA	NA	47.4745438048	52.5254561952	Pres	2004-11-02
GA	Strategic Vision, LLC	2004	NA	2004-10-13	801	37	58	NA	NA	NA	41.6448560499	58.3551439501	Pres	2004-11-02
LA	Southern Media & Opinion Research	2004	NA	2004-10-13	600	32	50	NA	NA	NA	42.6723266626	57.3276733374	Pres	2004-11-02
MI	Strategic Vision, LLC	2004	NA	2004-10-13	801	48	40	NA	NA	NA	51.7265751212	48.2734248788	Pres	2004-11-02
MN	Strategic Vision, LLC	2004	NA	2004-10-13	801	47	45	NA	NA	NA	51.7629179331	48.2370820669	Pres	2004-11-02
NH	Research 2000	2004	NA	2004-10-13	600	49	45	NA	NA	NA	50.6911512461	49.3088487539	Pres	2004-11-02
OR	Research 2000	2004	NA	2004-10-13	600	50	44	NA	NA	NA	52.110817942	47.889182058	Pres	2004-11-02
WA	Rasmussen Reports/Pulse Opinion Research	2004	NA	2004-10-13	400	52	44	NA	NA	NA	53.6461507211	46.3538492789	Pres	2004-11-02
WV	Global Strategy Group	2004	NA	2004-10-13	600	45	47	NA	NA	NA	43.5220632682	56.4779367318	Pres	2004-11-02
FL	Strategic Vision, LLC	2004	NA	2004-10-13	801	47	47	NA	NA	NA	49.4322250639	50.5677749361	Sen	2004-11-02
FL	University of North Florida	2004	NA	2004-10-13	641	38	35	NA	NA	NA	49.4322250639	50.5677749361	Sen	2004-11-02
GA	Strategic Vision, LLC	2004	NA	2004-10-13	801	39	54	NA	NA	NA	40.8542816268	59.1457183732	Sen	2004-11-02
NH	Research 2000	2004	NA	2004-10-13	600	15	67	NA	NA	NA	33.7537537538	66.2462462462	Sen	2004-11-02
LA	Southern Media & Opinion Research	2004	NA	2004-10-13	600	18	43	NA	NA	NA	36.5061590146	63.4938409854	Sen	2004-11-02
CA	Public Policy Institute of California	2004	NA	2004-10-14	1170	51	39	NA	NA	NA	55.0420593899	44.9579406101	Pres	2004-11-02
CO	Public Opinion Strategies	2004	NA	2004-10-14	500	42	47	NA	NA	NA	47.6344848546	52.3655151454	Pres	2004-11-02
GA	Zogby Analytics, telephone	2004	NA	2004-10-14	503	41	51	NA	NA	NA	41.6448560499	58.3551439501	Pres	2004-11-02
MO	Rasmussen Reports/Pulse Opinion Research	2004	NA	2004-10-14	400	45	50	NA	NA	NA	46.3782696177	53.6217303823	Pres	2004-11-02
OH	University of Cincinnati (Ohio Poll)	2004	NA	2004-10-14	757	48	46	NA	NA	NA	48.9449356913	51.0550643087	Pres	2004-11-02
TN	University of Tennessee	2004	NA	2004-10-14	656	37	54	NA	NA	NA	42.8168730494	57.1831269506	Pres	2004-11-02
CA	Public Policy Institute of California	2004	NA	2004-10-14	1170	53	35	NA	NA	NA	60.4229923568	39.5770076432	Sen	2004-11-02
CO	Public Opinion Strategies	2004	NA	2004-10-14	500	40	45	NA	NA	NA	52.4379024839	47.5620975161	Sen	2004-11-02
GA	Zogby Analytics, telephone	2004	NA	2004-10-14	503	35	53	NA	NA	NA	40.8542816268	59.1457183732	Sen	2004-11-02
OH	University of Cincinnati (Ohio Poll)	2004	NA	2004-10-14	600	35	62	NA	NA	NA	36.1436143614	63.8563856386	Sen	2004-11-02
OK	SoonerPoll.com	2004	NA	2004-10-14	500	43	41	NA	NA	NA	43.8676736517	56.1323263483	Sen	2004-11-02
WI	Rasmussen Reports/Pulse Opinion Research	2004	NA	2004-10-14	500	53	43	NA	NA	NA	55.650512769	44.349487231	Sen	2004-11-02
WA	Elway Research	2004	NA	2004-10-15	405	45	38	NA	NA	NA	50.0025577803	49.9974422197	Gov	2004-11-02
CO	Mason-Dixon Polling & Research, Inc.	2004	NA	2004-10-15	630	43	49	NA	NA	NA	47.6344848546	52.3655151454	Pres	2004-11-02
MO	Mason-Dixon Polling & Research, Inc.	2004	NA	2004-10-15	625	44	49	NA	NA	NA	46.3782696177	53.6217303823	Pres	2004-11-02
NH	Mason-Dixon Polling & Research, Inc.	2004	NA	2004-10-15	625	45	48	NA	NA	NA	50.6911512461	49.3088487539	Pres	2004-11-02
OH	Rasmussen Reports/Pulse Opinion Research	2004	NA	2004-10-15	537	47	47	NA	NA	NA	48.9449356913	51.0550643087	Pres	2004-11-02
OR	Rasmussen Reports/Pulse Opinion Research	2004	NA	2004-10-15	500	51	43	NA	NA	NA	52.110817942	47.889182058	Pres	2004-11-02
WA	Elway Research	2004	NA	2004-10-15	405	50	44	NA	NA	NA	53.6461507211	46.3538492789	Pres	2004-11-02
WV	Mason-Dixon Polling & Research, Inc.	2004	NA	2004-10-15	625	44	49	NA	NA	NA	43.5220632682	56.4779367318	Pres	2004-11-02
FL	Mason-Dixon Polling & Research, Inc.	2004	NA	2004-10-15	625	45	45	NA	NA	NA	49.4322250639	50.5677749361	Sen	2004-11-02
NV	Mason-Dixon Polling & Research, Inc.	2004	NA	2004-10-15	625	59	32	NA	NA	NA	63.4795260861	36.5204739139	Sen	2004-11-02
WA	Elway Research	2004	NA	2004-10-15	405	54	37	NA	NA	NA	56.2627916496	43.7372083504	Sen	2004-11-02
NC	SurveyUSA	2004	NA	2004-10-16	621	52	40	NA	NA	NA	56.4467005076	43.5532994924	Gov	2004-11-02
NH	Suffolk University	2004	NA	2004-10-16	400	42	44	NA	NA	NA	51.0510510511	48.9489489489	Gov	2004-11-02
WA	SurveyUSA	2004	NA	2004-10-16	634	50	44	NA	NA	NA	50.0025577803	49.9974422197	Gov	2004-11-02
AR	SurveyUSA	2004	NA	2004-10-16	617	46	51	NA	NA	NA	45.0637264819	54.9362735181	Pres	2004-11-02
AR	Zogby Interactive/JZ Analytics	2004	NA	2004-10-16	520	48.4	49.7	NA	NA	NA	45.0637264819	54.9362735181	Pres	2004-11-02
CA	Los Angeles Times	2004	NA	2004-10-16	925	58	40	NA	NA	NA	55.0420593899	44.9579406101	Pres	2004-11-02
CA	SurveyUSA	2004	NA	2004-10-16	703	53	43	NA	NA	NA	55.0420593899	44.9579406101	Pres	2004-11-02
CO	Gallup	2004	NA	2004-10-16	815	45	51	NA	NA	NA	47.6344848546	52.3655151454	Pres	2004-11-02
FL	Mason-Dixon Polling & Research, Inc.	2004	NA	2004-10-16	625	45	48	NA	NA	NA	47.4745438048	52.5254561952	Pres	2004-11-02
FL	SurveyUSA	2004	NA	2004-10-16	601	50	49	NA	NA	NA	47.4745438048	52.5254561952	Pres	2004-11-02
FL	Zogby Interactive/JZ Analytics	2004	NA	2004-10-16	2173	48.9	50.1	NA	NA	NA	47.4745438048	52.5254561952	Pres	2004-11-02
HI	Ward Research (Honolulu Star-Advertiser)	2004	NA	2004-10-16	600	42.6	43.3	NA	NA	NA	54.4071723582	45.5928276418	Pres	2004-11-02
IA	Rasmussen Reports/Pulse Opinion Research	2004	NA	2004-10-16	400	46	48	NA	NA	NA	49.6620599213	50.3379400787	Pres	2004-11-02
IA	Zogby Interactive/JZ Analytics	2004	NA	2004-10-16	571	51.1	47.9	NA	NA	NA	49.6620599213	50.3379400787	Pres	2004-11-02
MI	Zogby Interactive/JZ Analytics	2004	NA	2004-10-16	1224	52.6	45.9	NA	NA	NA	51.7265751212	48.2734248788	Pres	2004-11-02
MN	Zogby Interactive/JZ Analytics	2004	NA	2004-10-16	784	54.2	43.1	NA	NA	NA	51.7629179331	48.2370820669	Pres	2004-11-02
MO	Zogby Interactive/JZ Analytics	2004	NA	2004-10-16	1066	47.6	50.7	NA	NA	NA	46.3782696177	53.6217303823	Pres	2004-11-02
NC	SurveyUSA	2004	NA	2004-10-16	627	47	50	NA	NA	NA	43.7550200803	56.2449799197	Pres	2004-11-02
NH	Suffolk University	2004	NA	2004-10-16	400	46	41	NA	NA	NA	50.6911512461	49.3088487539	Pres	2004-11-02
NH	Zogby Interactive/JZ Analytics	2004	NA	2004-10-16	520	51.1	46	NA	NA	NA	50.6911512461	49.3088487539	Pres	2004-11-02
NJ	Quinnipiac University	2004	NA	2004-10-16	1123	49	45	NA	NA	NA	53.3682936668	46.6317063332	Pres	2004-11-02
NJ	Rutgers University	2004	NA	2004-10-16	794	51	38	NA	NA	NA	53.3682936668	46.6317063332	Pres	2004-11-02
NM	Zogby Interactive/JZ Analytics	2004	NA	2004-10-16	520	53.6	44.1	NA	NA	NA	49.6005662858	50.3994337142	Pres	2004-11-02
NV	Zogby Interactive/JZ Analytics	2004	NA	2004-10-16	520	45.9	49.8	NA	NA	NA	48.6832740214	51.3167259786	Pres	2004-11-02
OH	ABC News/Washington Post	2004	NA	2004-10-16	789	50	47	NA	NA	NA	48.9449356913	51.0550643087	Pres	2004-11-02
OH	Zogby Interactive/JZ Analytics	2004	NA	2004-10-16	1981	47.6	50.6	NA	NA	NA	48.9449356913	51.0550643087	Pres	2004-11-02
OK	Wilson Research Strategies	2004	NA	2004-10-16	500	31	61	NA	NA	NA	34.43	65.57	Pres	2004-11-02
OR	Zogby Interactive/JZ Analytics	2004	NA	2004-10-16	882	55.7	42.6	NA	NA	NA	52.110817942	47.889182058	Pres	2004-11-02
PA	SurveyUSA	2004	NA	2004-10-16	619	51	45	NA	NA	NA	51.2583048118	48.7416951882	Pres	2004-11-02
PA	Zogby Interactive/JZ Analytics	2004	NA	2004-10-16	1419	51.8	46.1	NA	NA	NA	51.2583048118	48.7416951882	Pres	2004-11-02
TN	Zogby Interactive/JZ Analytics	2004	NA	2004-10-16	999	47.8	50.3	NA	NA	NA	42.8168730494	57.1831269506	Pres	2004-11-02
WA	SurveyUSA	2004	NA	2004-10-16	634	52	45	NA	NA	NA	53.6461507211	46.3538492789	Pres	2004-11-02
WA	Zogby Interactive/JZ Analytics	2004	NA	2004-10-16	1419	54.3	43.9	NA	NA	NA	53.6461507211	46.3538492789	Pres	2004-11-02
WI	Zogby Interactive/JZ Analytics	2004	NA	2004-10-16	882	51.3	47.5	NA	NA	NA	50.1918804282	49.8081195718	Pres	2004-11-02
WV	Zogby Interactive/JZ Analytics	2004	NA	2004-10-16	496	45.8	48.6	NA	NA	NA	43.5220632682	56.4779367318	Pres	2004-11-02
AK	Ivan Moore Research	2004	NA	2004-10-16	548	47	45	NA	NA	NA	48.3905237438	51.6094762562	Sen	2004-11-02
AR	SurveyUSA	2004	NA	2004-10-16	613	57	38	NA	NA	NA	55.9167750325	44.0832249675	Sen	2004-11-02
CA	Los Angeles Times	2004	NA	2004-10-16	925	55	33	NA	NA	NA	60.4229923568	39.5770076432	Sen	2004-11-02
CA	SurveyUSA	2004	NA	2004-10-16	703	57	35	NA	NA	NA	60.4229923568	39.5770076432	Sen	2004-11-02
CO	Gallup	2004	NA	2004-10-16	815	49	48	NA	NA	NA	52.4379024839	47.5620975161	Sen	2004-11-02
FL	SurveyUSA	2004	NA	2004-10-16	596	47	49	NA	NA	NA	49.4322250639	50.5677749361	Sen	2004-11-02
KY	Garin-Hart-Yang Research Group	2004	NA	2004-10-16	503	43	43	NA	NA	NA	49.34	50.66	Sen	2004-11-02
NC	SurveyUSA	2004	NA	2004-10-16	621	45	47	NA	NA	NA	47.6779557899	52.3220442101	Sen	2004-11-02
NH	Suffolk University	2004	NA	2004-10-16	400	26	52	NA	NA	NA	33.7537537538	66.2462462462	Sen	2004-11-02
OH	ABC News/Washington Post	2004	NA	2004-10-16	789	35	60	NA	NA	NA	36.1436143614	63.8563856386	Sen	2004-11-02
OK	Wilson Research Strategies	2004	NA	2004-10-16	500	39	42	NA	NA	NA	43.8676736517	56.1323263483	Sen	2004-11-02
PA	SurveyUSA	2004	NA	2004-10-16	608	41	48	NA	NA	NA	44.382200613	55.617799387	Sen	2004-11-02
WA	SurveyUSA	2004	NA	2004-10-16	640	56	38	NA	NA	NA	56.2627916496	43.7372083504	Sen	2004-11-02
MO	SurveyUSA	2004	NA	2004-10-17	667	44	50	NA	NA	NA	48.5309017224	51.4690982776	Gov	2004-11-02
CA	Strategic Vision, LLC	2004	NA	2004-10-17	801	50	41	NA	NA	NA	55.0420593899	44.9579406101	Pres	2004-11-02
CO	Ciruli Associates	2004	NA	2004-10-17	600	42	48	NA	NA	NA	47.6344848546	52.3655151454	Pres	2004-11-02
FL	Quinnipiac University	2004	NA	2004-10-17	808	47	48	NA	NA	NA	47.4745438048	52.5254561952	Pres	2004-11-02
IA	Central Surveys, Inc.	2004	NA	2004-10-17	502	46	45	NA	NA	NA	49.6620599213	50.3379400787	Pres	2004-11-02
IA	Mason-Dixon Polling & Research, Inc.	2004	NA	2004-10-17	625	43	49	NA	NA	NA	49.6620599213	50.3379400787	Pres	2004-11-02
LA	Ed Renwick	2004	NA	2004-10-17	600	37	46	NA	NA	NA	42.6723266626	57.3276733374	Pres	2004-11-02
MI	Mason-Dixon Polling & Research, Inc.	2004	NA	2004-10-17	625	47	46	NA	NA	NA	51.7265751212	48.2734248788	Pres	2004-11-02
MN	Mason-Dixon Polling & Research, Inc.	2004	NA	2004-10-17	625	45	47	NA	NA	NA	51.7629179331	48.2370820669	Pres	2004-11-02
MO	SurveyUSA	2004	NA	2004-10-17	670	45	51	NA	NA	NA	46.3782696177	53.6217303823	Pres	2004-11-02
NH	American Research Group	2004	NA	2004-10-17	600	46	47	NA	NA	NA	50.6911512461	49.3088487539	Pres	2004-11-02
NJ	Fairleigh Dickinson University (PublicMind)	2004	NA	2004-10-17	549	49	41	NA	NA	NA	53.3682936668	46.6317063332	Pres	2004-11-02
NJ	Strategic Vision, LLC	2004	NA	2004-10-17	801	44	43	NA	NA	NA	53.3682936668	46.6317063332	Pres	2004-11-02
NJ	SurveyUSA	2004	NA	2004-10-17	703	51	43	NA	NA	NA	53.3682936668	46.6317063332	Pres	2004-11-02
NM	American Research Group	2004	NA	2004-10-17	600	48	46	NA	NA	NA	49.6005662858	50.3994337142	Pres	2004-11-02
NM	Mason-Dixon Polling & Research, Inc.	2004	NA	2004-10-17	625	44	49	NA	NA	NA	49.6005662858	50.3994337142	Pres	2004-11-02
NV	Mason-Dixon Polling & Research, Inc.	2004	NA	2004-10-17	625	42	52	NA	NA	NA	48.6832740214	51.3167259786	Pres	2004-11-02
NV	SurveyUSA	2004	NA	2004-10-17	585	45	52	NA	NA	NA	48.6832740214	51.3167259786	Pres	2004-11-02
OH	Mason-Dixon Polling & Research, Inc.	2004	NA	2004-10-17	625	45	46	NA	NA	NA	48.9449356913	51.0550643087	Pres	2004-11-02
OH	SurveyUSA	2004	NA	2004-10-17	698	49	47	NA	NA	NA	48.9449356913	51.0550643087	Pres	2004-11-02
OR	Gallup	2004	NA	2004-10-17	700	53	45	NA	NA	NA	52.110817942	47.889182058	Pres	2004-11-02
OR	Mason-Dixon Polling & Research, Inc.	2004	NA	2004-10-17	625	47	46	NA	NA	NA	52.110817942	47.889182058	Pres	2004-11-02
PA	Mason-Dixon Polling & Research, Inc.	2004	NA	2004-10-17	625	46	45	NA	NA	NA	51.2583048118	48.7416951882	Pres	2004-11-02
VA	SurveyUSA	2004	NA	2004-10-17	664	46	50	NA	NA	NA	45.8652682533	54.1347317467	Pres	2004-11-02
WA	Strategic Vision, LLC	2004	NA	2004-10-17	801	50	45	NA	NA	NA	53.6461507211	46.3538492789	Pres	2004-11-02
WI	Humphrey Institute	2004	NA	2004-10-17	623	47	48	NA	NA	NA	50.1918804282	49.8081195718	Pres	2004-11-02
WI	Mason-Dixon Polling & Research, Inc.	2004	NA	2004-10-17	625	45	45	NA	NA	NA	50.1918804282	49.8081195718	Pres	2004-11-02
CA	Strategic Vision, LLC	2004	NA	2004-10-17	801	53	36	NA	NA	NA	60.4229923568	39.5770076432	Sen	2004-11-02
CO	Ciruli Associates	2004	NA	2004-10-17	600	47	43	NA	NA	NA	52.4379024839	47.5620975161	Sen	2004-11-02
FL	Quinnipiac University	2004	NA	2004-10-17	808	47	47	NA	NA	NA	49.4322250639	50.5677749361	Sen	2004-11-02
MO	SurveyUSA	2004	NA	2004-10-17	667	38	56	NA	NA	NA	43.2804125796	56.7195874204	Sen	2004-11-02
OH	SurveyUSA	2004	NA	2004-10-17	698	34	58	NA	NA	NA	36.1436143614	63.8563856386	Sen	2004-11-02
OK	Consumer Logic	2004	NA	2004-10-17	753	47	40	NA	NA	NA	43.8676736517	56.1323263483	Sen	2004-11-02
WA	Strategic Vision, LLC	2004	NA	2004-10-17	801	49	41	NA	NA	NA	56.2627916496	43.7372083504	Sen	2004-11-02
LA	Ed Renwick	2004	NA	2004-10-17	600	15	39	NA	NA	NA	36.5061590146	63.4938409854	Sen	2004-11-02
IN	Indiana University	2004	NA	2004-10-18	421	42	48	NA	NA	NA	46.0992907801	53.9007092199	Gov	2004-11-02
IN	SurveyUSA	2004	NA	2004-10-18	602	43	51	NA	NA	NA	46.0992907801	53.9007092199	Gov	2004-11-02
AZ	SurveyUSA	2004	NA	2004-10-18	616	43	54	NA	NA	NA	44.7265034754	55.2734965246	Pres	2004-11-02
CO	Rasmussen Reports/Pulse Opinion Research	2004	NA	2004-10-18	500	45	50	NA	NA	NA	47.6344848546	52.3655151454	Pres	2004-11-02
GA	Strategic Vision, LLC	2004	NA	2004-10-18	801	40	57	NA	NA	NA	41.6448560499	58.3551439501	Pres	2004-11-02
IL	Market Shares Corp.	2004	NA	2004-10-18	700	50	42	NA	NA	NA	55.2064451158	44.7935548842	Pres	2004-11-02
IL	Richard Day Research, Inc.	2004	NA	2004-10-18	828	52	42	NA	NA	NA	55.2064451158	44.7935548842	Pres	2004-11-02
IN	SurveyUSA	2004	NA	2004-10-18	602	37	59	NA	NA	NA	39.5766129032	60.4233870968	Pres	2004-11-02
KY	SurveyUSA	2004	NA	2004-10-18	629	37	59	NA	NA	NA	39.9939540508	60.0060459492	Pres	2004-11-02
LA	Market Research Insight	2004	NA	2004-10-18	600	37	52	NA	NA	NA	42.6723266626	57.3276733374	Pres	2004-11-02
LA	University of New Orleans	2004	NA	2004-10-18	700	40	48	NA	NA	NA	42.6723266626	57.3276733374	Pres	2004-11-02
ME	SurveyUSA	2004	NA	2004-10-18	660	51	39	NA	NA	NA	54.5797249109	45.4202750891	Pres	2004-11-02
MO	Mason-Dixon Polling & Research, Inc.	2004	NA	2004-10-18	625	44	49	NA	NA	NA	46.3782696177	53.6217303823	Pres	2004-11-02
NE	RKM Research and Communications, Inc.	2004	NA	2004-10-18	1007	32	61	NA	NA	NA	33.1507405153	66.8492594847	Pres	2004-11-02
NH	Rasmussen Reports/Pulse Opinion Research	2004	NA	2004-10-18	500	49	47	NA	NA	NA	50.6911512461	49.3088487539	Pres	2004-11-02
NV	Belden Russonello & Stewart	2004	NA	2004-10-18	600	41	45	NA	NA	NA	48.6832740214	51.3167259786	Pres	2004-11-02
OH	Fox News/Opinion Dynamics Corp.	2004	NA	2004-10-18	800	44	49	NA	NA	NA	48.9449356913	51.0550643087	Pres	2004-11-02
PA	Quinnipiac University	2004	NA	2004-10-18	841	51	46	NA	NA	NA	51.2583048118	48.7416951882	Pres	2004-11-02
PA	Strategic Vision, LLC	2004	NA	2004-10-18	801	47	46	NA	NA	NA	51.2583048118	48.7416951882	Pres	2004-11-02
TN	SurveyUSA	2004	NA	2004-10-18	615	38	60	NA	NA	NA	42.8168730494	57.1831269506	Pres	2004-11-02
WI	American Research Group	2004	NA	2004-10-18	600	47	47	NA	NA	NA	50.1918804282	49.8081195718	Pres	2004-11-02
WI	Gallup	2004	NA	2004-10-18	678	44	50	NA	NA	NA	50.1918804282	49.8081195718	Pres	2004-11-02
WI	Strategic Vision, LLC	2004	NA	2004-10-18	801	46	49	NA	NA	NA	50.1918804282	49.8081195718	Pres	2004-11-02
AK	Global Strategy Group	2004	NA	2004-10-18	600	47	43	NA	NA	NA	48.3905237438	51.6094762562	Sen	2004-11-02
CO	Global Strategy Group	2004	NA	2004-10-18	600	49	43	NA	NA	NA	52.4379024839	47.5620975161	Sen	2004-11-02
CO	Harstad Strategic Research, Inc.	2004	NA	2004-10-18	515	49	43	NA	NA	NA	52.4379024839	47.5620975161	Sen	2004-11-02
CO	Rasmussen Reports/Pulse Opinion Research	2004	NA	2004-10-18	500	48	49	NA	NA	NA	52.4379024839	47.5620975161	Sen	2004-11-02
GA	Strategic Vision, LLC	2004	NA	2004-10-18	801	41	55	NA	NA	NA	40.8542816268	59.1457183732	Sen	2004-11-02
IL	Market Shares Corp.	2004	NA	2004-10-18	700	66	19	NA	NA	NA	72.1191506906	27.8808493094	Sen	2004-11-02
IL	Richard Day Research, Inc.	2004	NA	2004-10-18	828	70	20	NA	NA	NA	72.1191506906	27.8808493094	Sen	2004-11-02
IN	SurveyUSA	2004	NA	2004-10-18	602	63	31	NA	NA	NA	62.3483009709	37.6516990291	Sen	2004-11-02
KY	SurveyUSA	2004	NA	2004-10-18	629	39	53	NA	NA	NA	49.34	50.66	Sen	2004-11-02
NV	Belden Russonello & Stewart	2004	NA	2004-10-18	600	63	29	NA	NA	NA	63.4795260861	36.5204739139	Sen	2004-11-02
OH	Fox News/Opinion Dynamics Corp.	2004	NA	2004-10-18	700	28	58	NA	NA	NA	36.1436143614	63.8563856386	Sen	2004-11-02
PA	Quinnipiac University	2004	NA	2004-10-18	841	37	55	NA	NA	NA	44.382200613	55.617799387	Sen	2004-11-02
PA	Strategic Vision, LLC	2004	NA	2004-10-18	801	35	54	NA	NA	NA	44.382200613	55.617799387	Sen	2004-11-02
MT	Mason-Dixon Polling & Research, Inc.	2004	NA	2004-10-19	625	48	43	NA	NA	NA	52.2821576763	47.7178423237	Gov	2004-11-02
NC	Mason-Dixon Polling & Research, Inc.	2004	NA	2004-10-19	625	55	45	NA	NA	NA	56.4467005076	43.5532994924	Gov	2004-11-02
NC	Tel Opinion Research	2004	NA	2004-10-19	600	49	34	NA	NA	NA	56.4467005076	43.5532994924	Gov	2004-11-02
ND	Minnesota State University Moorhead	2004	NA	2004-10-19	623	22	70	NA	NA	NA	27.7608915907	72.2391084093	Gov	2004-11-02
AR	Opinion Research Associates	2004	NA	2004-10-19	500	48	48	NA	NA	NA	45.0637264819	54.9362735181	Pres	2004-11-02
AZ	Market Solutions Group	2004	NA	2004-10-19	600	40	47	NA	NA	NA	44.7265034754	55.2734965246	Pres	2004-11-02
CO	SurveyUSA	2004	NA	2004-10-19	596	45	52	NA	NA	NA	47.6344848546	52.3655151454	Pres	2004-11-02
FL	Strategic Vision, LLC	2004	NA	2004-10-19	801	46	49	NA	NA	NA	47.4745438048	52.5254561952	Pres	2004-11-02
GA	SurveyUSA	2004	NA	2004-10-19	609	40	57	NA	NA	NA	41.6448560499	58.3551439501	Pres	2004-11-02
HI	SMS Research & Marketing Services, Inc.	2004	NA	2004-10-19	612	45	46	NA	NA	NA	54.4071723582	45.5928276418	Pres	2004-11-02
IA	SurveyUSA	2004	NA	2004-10-19	690	45	51	NA	NA	NA	49.6620599213	50.3379400787	Pres	2004-11-02
KY	Louisville Courier-Journal	2004	NA	2004-10-19	690	39	56	NA	NA	NA	39.9939540508	60.0060459492	Pres	2004-11-02
MI	Mitchell Research & Communications	2004	NA	2004-10-19	600	43	47	NA	NA	NA	51.7265751212	48.2734248788	Pres	2004-11-02
MI	SurveyUSA	2004	NA	2004-10-19	668	51	44	NA	NA	NA	51.7265751212	48.2734248788	Pres	2004-11-02
MN	Strategic Vision, LLC	2004	NA	2004-10-19	801	49	48	NA	NA	NA	51.7629179331	48.2370820669	Pres	2004-11-02
MT	Mason-Dixon Polling & Research, Inc.	2004	NA	2004-10-19	625	36	57	NA	NA	NA	39.49605654	60.50394346	Pres	2004-11-02
NC	Mason-Dixon Polling & Research, Inc.	2004	NA	2004-10-19	625	43	51	NA	NA	NA	43.7550200803	56.2449799197	Pres	2004-11-02
NC	Tel Opinion Research	2004	NA	2004-10-19	600	40	48	NA	NA	NA	43.7550200803	56.2449799197	Pres	2004-11-02
ND	Minnesota State University Moorhead	2004	NA	2004-10-19	623	35	55	NA	NA	NA	36.0919072794	63.9080927206	Pres	2004-11-02
NE	MSR Group	2004	NA	2004-10-19	754	32	61	NA	NA	NA	33.1507405153	66.8492594847	Pres	2004-11-02
OH	Gallup	2004	NA	2004-10-19	706	48	47	NA	NA	NA	48.9449356913	51.0550643087	Pres	2004-11-02
OH	Ohio University	2004	NA	2004-10-19	358	50	46	NA	NA	NA	48.9449356913	51.0550643087	Pres	2004-11-02
OH	Strategic Vision, LLC	2004	NA	2004-10-19	801	45	48	NA	NA	NA	48.9449356913	51.0550643087	Pres	2004-11-02
OK	SurveyUSA	2004	NA	2004-10-19	627	34	64	NA	NA	NA	34.43	65.57	Pres	2004-11-02
AR	Opinion Research Associates	2004	NA	2004-10-19	500	66	30	NA	NA	NA	55.9167750325	44.0832249675	Sen	2004-11-02
CO	SurveyUSA	2004	NA	2004-10-19	596	46	50	NA	NA	NA	52.4379024839	47.5620975161	Sen	2004-11-02
